labels,text_en,translated_de
ham,"Sir, Waiting for your mail.","Herr, ich warte auf Ihre E-Mail."
ham,"A swt thought: Nver get tired of doing little things 4 lovable persons.. Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8","Eine süße Gedanke: Werden Sie niemals müde, kleine Dinge für liebenswerte Menschen zu tun.. Denn.. manchmal nehmen diese kleinen Taten den größten Platz in ihren Herzen ein.. Gute Nacht."
ham,"I know you are. Can you pls open the back?","Ich weiß, dass du bist. Kannst du bitte den Rücken öffnen?"
ham,"Yes see ya not on the dot","Ja, wir sehen uns nicht punktgenau."
ham,"Whats the staff name who is taking class for us?","Was ist der Name des Mitarbeiters, der den Kurs für uns übernimmt?"
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end","Kostenlose Nachricht: Warum haben Sie nicht auf meinen Text geantwortet? Ich bin Randy, sexy, weiblich und lebe in der Nähe. Liebe es, von Ihnen zu hören. Netcollex Ltd 08700621170150p pro Nachricht Antwort Stop, um zu beenden."
ham,"Ummma.will call after check in.our life will begin from qatar so pls pray very hard.","Ummma. Wird nach dem Check-in anrufen. Unser Leben wird von Katar beginnen, also bitte bete ganz fest."
ham,"K..i deleted my contact that why?","K..ich habe meinen Kontakt gelöscht, deshalb?"
ham,"Sindu got job in birla soft ..","Sindu hat einen Job bei Birla Soft bekommen."
ham,"The wine is flowing and i'm i have nevering..","Der Wein fließt und ich höre nicht auf."
ham,"Yup i thk cine is better cos no need 2 go down 2 plaza mah.","Yup, ich denke das Kino ist besser, weil man nicht zum Platz hinuntergehen muss."
ham,"Ok... Ur typical reply...","Ok... Ihre typische Antwort..."
ham,"As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune","Gemäß Ihrer Anfrage wurde Melle Melle (Oru Minnaminunginte Nurungu Vettam) als Ihr Anrufton für alle Anrufer festgelegt. Drücken Sie *9, um den Anrufton Ihrer Freunde zu kopieren."
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.","Du bist überall Schmutz, auf dem Boden, den Fenstern, sogar auf meinem Hemd. Und manchmal, wenn ich den Mund öffne, bist du all das, was herausfließt. Ich träume von meiner Welt ohne dich, dann sind auch die Hälfte meiner Aufgaben erledigt. Eine Zeit der Freude für mich, viele Fernsehsendungen werde ich sehen. Aber ich denke, wie alle Dinge musst du einfach existieren, wie Regen, Hagel und Nebel, und wenn meine Zeit hier vorbei ist, werden du und ich eins."
ham,"Aaooooright are you at work?","Bist du bei der Arbeit?"
ham,"I'm leaving my house now...","Ich verlasse jetzt mein Haus..."
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?","Hallo, meine Liebe. Was machst du? Bist du heute zu diesem Interview gekommen? Bist du glücklich? Bist du ein braver Junge? Denkst du an mich? Vermisst du mich?"
spam,"Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery","Kundendienstankündigung. Sie haben eine Neujahrszustellung auf Sie wartet. Bitte rufen Sie jetzt 07046744435 an, um die Lieferung zu vereinbaren."
spam,"You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810","Sie sind ein Gewinner! Sie wurden speziell ausgewählt, um £1000 in bar oder einen 4*-Urlaub (inklusive Flüge) zu erhalten. Sprechen Sie mit einem Live-Operator, um Ihren Gewinn unter 0871277810810 zu beanspruchen."
ham,"Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life","Halte dich für mich sicher, denn ich brauche dich und vermisse dich schon jetzt. Ich beneide jeden, der dich im echten Leben sieht."
ham,"New car and house for my parents.:)i have only new job in hand:)","Neues Auto und Haus für meine Eltern. :) Ich habe gerade einen neuen Job in der Hand. :)"
ham,"I'm so in love with you. I'm excited each day i spend with you. You make me so happy.","Ich bin so verliebt in dich. Ich bin begeistert an jedem Tag, den ich mit dir verbringe. Du machst mich so glücklich."
spam,"-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468","Bitte stoppen Sie bootydelious (32/F) lädt Sie ein, ihr Freund zu sein. Antworten Sie JA-434 oder NEIN-434. Sehen Sie sie unter: www.SMS.ac/u/bootydelious STOP? Senden Sie STOP FRND an 62468."
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu","BangBabes Ihre Bestellung ist unterwegs. Sie sollten eine Service-Nachricht zum Herunterladen Ihres Inhalts erhalten. Wenn nicht, gehen Sie zu wap.bangb.tv in Ihrem mobilen Internet-/Service-Menü."
ham,"I place all ur points on e cultures module already.","Ich habe bereits alle Ihre Punkte im E-Kulturen-Modul platziert."
spam,"URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only","DRINGEND! Wir versuchen, Sie zu kontaktieren. Die Ziehung vom letzten Wochenende zeigt, dass Sie einen GARANTIERTEN Preis von £900 gewonnen haben. Rufen Sie unter 09061701939 an. Anspruchscode S89. Nur 12 Stunden gültig."
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?","Hallo Freund, was ist der beste Weg, Missverständnisse mit unseren Liebsten zu vermeiden?"
ham,"Great escape. I fancy the bridge but needs her lager. See you tomo","Große Flucht. Mir gefällt die Brücke, aber ich brauche ihr Bier. Bis morgen!"
ham,"Yes :)it completely in out of form:)clark also utter waste.","Ja :) es ist völlig aus der Form :) Clark ist auch völlig nutzlos."
ham,"Sir, I need AXIS BANK account no and bank address.","Sehr geehrter Herr, ich benötige die Kontonummer der AXIS BANK und die Bankadresse."
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...","Hmmm.. Ja, ich habe sicher Zeit, um herumzuhüpfen... Ja, kann umsonst gehen... Muss dich anrufen, um zu besprechen..."
ham,"What time you coming down later?","Um wie viel Uhr kommst du später runter?"
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...","Verdammt nochmal, ich kann nicht glauben, dass du meinen Nachnamen vergessen hast, Herr . Ich gebe dir einen Hinweis, er ist spanisch und beginnt mit m..."
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.","Nun, ich werde jetzt mein Bad beenden. Hab eine gute...feine Nacht."
ham,"Let me know when you've got the money so carlos can make the call","Lass mich wissen, wenn du das Geld hast, damit Carlos den Anruf tätigen kann."
ham,"U still going to the mall?","Bist du immer noch auf dem Weg ins Einkaufszentrum?"
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth","Es stellt sich heraus, dass meine Freunde die ganze Show bleiben und erst gegen ~ &lt;#&gt; zurück sein werden, also fühl dich frei, weiterzumachen und diese $ &lt;#&gt; Wert zu rauchen."
ham,"Text her. If she doesnt reply let me know so i can have her log in","Texten Sie sie. Wenn sie nicht antwortet, lassen Sie es mich wissen, damit ich sie dazu bringen kann, sich anzumelden."
ham,"Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.","Hallo! Du hast gerade mit MANEESHA V. gesprochen. Wir möchten gerne wissen, ob du mit der Erfahrung zufrieden warst. Antworte gebührenfrei mit Ja oder Nein."
ham,"You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend","Du hast meine Hoffnungen mit dem Angebot von Geld erhöht. Ich bin in Not. Besonders wenn das Monatsende näher rückt und es mir beim Studieren schmerzt. Wie auch immer, ein tolles Wochenende."
ham,"Lol no. U can trust me.","Lol nein. Du kannst mir vertrauen."
ham,"ok. I am a gentleman and will treat you with dignity and respect.","ok. Ich bin ein Gentleman und werde dich mit Würde und Respekt behandeln."
ham,"He will, you guys close?","Er wird gleich da sein, seid ihr bereit?"
ham,"Going on nothing great.bye","Es passiert nichts Besonderes. Tschüss" 
ham,"Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?","Hallo hübscher! Findest du diesen Job? Faul sein? Arbeitest du daran, das Geld für Mama zurückzubekommen? Wo ist mein Spielzeugjunge jetzt? Vermisst er mich?"
ham,"Haha awesome, be there in a minute","Haha, toll, bin gleich da."
spam,"Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!","Bitte rufen Sie unseren Kundendienstmitarbeiter unter der gebührenfreien Nummer 0808 145 4742 zwischen 9 und 23 Uhr an, da Sie einen garantierten Bargewinn von £ 1000 oder einen Preis von £ 5000 gewonnen haben!"
ham,"Have you got Xmas radio times. If not i will get it now","Hast du die Weihnachtsradiozeiten bekommen? Wenn nicht, hole ich sie jetzt."
ham,"I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...","Ich bin gerade zu Hause angekommen. Ich gehe zuerst baden. Aber meine Schwester benutzt das Internet. Ich sage dir Bescheid, wenn sie fertig ist, okay..."
spam,"Are you unique enough? Find out from 30th August. www.areyouunique.co.uk","Bist du einzigartig genug? Finde es ab dem 30. August heraus. www.areyouunique.co.uk"
ham,"I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|","Entschuldigung. Ich bin der Gruppe von Leuten beigetreten, die den Kontakt nicht aufrechterhalten. Du bedeutest mir sehr viel. Du warst zu jeder Zeit ein Freund, selbst bei großem persönlichem Aufwand. Hab eine tolle Woche."
ham,"Hi :)finally i completed the course:)","Hallo :) Ich habe endlich den Kurs abgeschlossen :)"
ham,"It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.","Es wird von selbst aufhören. Ich schlage jedoch vor, dass sie bei jemandem bleibt, der in der Lage sein wird, für jeden Stuhl eine Entschuldigung zu geben."
ham,"How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day","Wie geht's? Hoffe, du bist gut im neuen Schuljahr angekommen. Wünsche dir einen tollen Tag!"
ham,"Gud mrng dear hav a nice day","Guten Morgen liebste/r, hab einen schönen Tag."
ham,"Did u got that persons story","Hast du die Geschichte dieser Person bekommen?"
ham,"is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?","Ist dein Hamster tot? Hey, also morgen treffe ich dich um 13 Uhr am Orchard MRT?"
ham,"Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx","Hallo, hier ist Kate, wie läuft dein Abend? Ich hoffe, ich kann dich morgen für ein bisschen sehen, aber ich muss diesen verdammten Babysitter organisieren! Schreib zurück, wenn du kannst. :) xxx"
ham,"Found it, ENC  &lt;#&gt; , where you at?","Ich habe es gefunden, ENC  &lt;#&gt; , wo bist du?"
ham,"I sent you  &lt;#&gt;  bucks","Ich habe dir &lt;#&gt; Dollar geschickt."
ham,"Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx","Hallo Liebling, ich habe jetzt mein Studium abgeschlossen, also schick mir eine Nachricht, wenn du fertig bist, wenn du kannst. Liebe Grüße, Kate xxx"
ham,"Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .","Ihr Konto wurde erfolgreich mit INR &lt;DECIMAL&gt; aufgeladen. Ihr KeralaCircle Prepaid-Kontostand beträgt Rs &lt;DECIMAL&gt;. Ihre Transaktions-ID lautet KR &lt;#&gt;."
ham,"Goodmorning sleeping ga.","Guten Morgen, schlafender GA."
ham,"U call me alter at 11 ok.","Du rufst mich um 11 Uhr an, okay."
ham,"Ü say until like dat i dun buy ericsson oso cannot oredi lar...","Sagen Sie, dass ich bis jetzt kein Ericsson gekauft habe, also kann ich auch nicht schon..."
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.","Als ich meine Kabine betrat, sagte meine Assistentin: ''Alles Gute zum Geburtstag, Chef!!''. Ich fühlte mich besonders. Sie fragte mich nach dem Mittagessen. Nach dem Mittagessen lud sie mich in ihre Wohnung ein. Wir gingen dorthin."
ham,"Aight yo, dats straight dogg","In Ordnung, yo, das ist in Ordnung Hund"
ham,"You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill","Sie geben uns bitte heute selbst eine Verbindung vor &lt;DECIMAL&gt; oder erstatten die Rechnung."
ham,"Both :) i shoot big loads so get ready!","Beide :) Ich schieße große Ladungen, also sei bereit!"
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.","Was geht ab, Brudi, ich hoffe, du hattest eine tolle Pause. Hab ein erfolgreiches Semester."
ham,"Home so we can always chat","Zuhause, damit wir immer chatten können."
ham,"K:)k:)good:)study well.","K:)k:)gut:)Studiere gut."
ham,"Yup... How ü noe leh...","Yup... Wie weißt du das..."
ham,"Sounds great! Are you home now?","Klingt gut! Bist du jetzt zu Hause?"
ham,"Finally the match heading towards draw as your prediction.","Letztendlich steuert das Spiel auf ein Unentschieden hin, wie von dir vorhergesagt."
ham,"Tired. I haven't slept well the past few nights.","Müde. Ich habe die letzten Nächte nicht gut geschlafen."
ham,"I have to take exam with march 3","Ich muss am 3. März eine Prüfung ablegen."
ham,"Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.","Ja, das solltest du tun. Ich denke, du kannst jetzt dein Google-Konto verwenden, um dich anzumelden. Bin mir nicht sicher, aber wenn ich auf irgendeine Weise helfen kann, lass es mich wissen. Aber wenn du es machst, stelle sicher, dass du bereit bist."
ham,"Ok no prob. Take ur time.","Ok, kein Problem. Nimm dir Zeit."
ham,"There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..","Es gibt ein Betriebssystem namens Ubuntu, das ohne Installation auf der Festplatte verwendet werden kann. Sie können dieses Betriebssystem verwenden, um wichtige Dateien im System zu kopieren und sie zur Reparaturwerkstatt zu bringen."
