labels,text_en_de_fr
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
ham,Oh et au fait vous avez plus de nourriture dans votre frigo! Vous voulez aller manger ce soir?
ham,Er ist ein womdarvoller Schauspieler
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
ham,Ouais... d'après ce que je trouve... je pense qu'il devrait être possible de réserver...
ham,"Jos fragen, ob u wana treffen sich?"
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
spam,"TheMob> Découvrez notre nouvelle sélection de contenus, Jeux, Tons, Gossip, Bébés et Sport, Gardez votre mobile en forme et texte funky WAP à 82468"
ham,Wo sind die Garagenschlüssel? Sie sind nicht auf dem Bücherregal
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
spam,"Pensez ur smart? Gagnez £200 cette semaine dans notre quiz hebdomadaire, text PLAY à 85222 maintenant!T&Cs GagnantsClub PO BOX 84, M26 3UZ. 16+. GBP1.50/semaine"
ham,"Er sagt, er wird mich anrufen, wenn sein Freund das Geld hat, aber dass er definitiv vor Ende der Woche kauft."
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
ham,"Tu as fait ma journée, passe une bonne journée aussi."
ham,K.k:)Vorsicht glücklicher Pongal.
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
ham,"Pas vraiment mec, n'ai pas d'amis j'ai peur :("
spam,"Nur Dezember! Hatten Sie Ihr Handy 11mths+? Sie sind berechtigt, das neueste Farbkamera-Mobil kostenlos zu aktualisieren! Rufen Sie die Mobile Update Co GRATIS auf 08002986906"
ham,"Coffee cake, i guess..."
ham,"Joyeux Noël à toi aussi, je t'aime"
ham,"Hey, warum schauen wir uns nicht einfach x Männer an und essen..."
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
ham,Ce serait super. Nous serons à la Guilde. Peut-être rencontrer sur la route de Bristol ou quelque part - sera en contact au cours du week-end. Nos plans prennent l'avion! Bonne semaine
ham,"Kein Problem, wie geht's dir?"
ham,No calls..messages..missed calls
ham,Salut da:)Comment est la classe d'aujourd'hui?
ham,"Ich würde sagen, das ist ein gutes Zeichen, aber du kennst meine Erfolgsbilanz beim Lesen von Frauen."
ham,"Cool, text me when you're parked"
ham,Je lis le texte que je viens de t'envoyer.
ham,K.k:)apo k.good Film.
ham,Maybe i could get book out tomo then return it immediately ..? Or something.
spam,Appelez l'Allemagne pour seulement 1 pence par minute! Appelez depuis une ligne fixe via le numéro d'accès 0844 861 85 85. Pas de prépaiement. Accès direct!
ham,"Jede Chance, die Sie vielleicht mit mir verdunstet haben, sobald Sie meine Privatsphäre verletzt haben, indem Sie meine Telefonnummer aus dem Papierkram Ihres Arbeitgebers gestohlen haben. Nicht cool überhaupt. Bitte kontaktieren Sie mich nicht wieder oder ich werde Sie Ihrem Vorgesetzten melden."
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
ham,"Ta-Daaaaa, je suis à la maison, t'es toujours debout?"
ham,"Wie kommt es, dass du vorher nicht geweint und gegessen wurdest?"
ham,Just sleeping..and surfing
ham,"Désolé, je t'appelle plus tard."
ham,Rufst du mein Handy an?
ham,Ok that's great thanx a lot.
ham,Je suppose que le post est arrivé alors! Vous devez avoir 1000s de textes maintenant! Bonne lecture. Mon celui de wiv hello caroline à la fin est mon préféré.
ham,Wo u versteckt Fremde?
ham,Am not interested to do like that.
ham,"Ma sœur s'est débarrassée de deux rounds de bouleau, hier."
ham,Gudnite....tc...Praxis läuft weiter
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
ham,Un petit problème de prestige maintenant.
spam,"Lust auf einen Shag? Ich tue.Interessiert? sextextuk.com txt XXUK SUZY bis 69876. Txts kosten 1,50 pro msg. TnCs auf der Website. X"
ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
ham,"Nah ne peut pas t'aider là-bas, je n'ai jamais eu d'iphone"
ham,"Wenn du in anderthalb Stunden nicht in meinem Auto bist, werde ich verrückt."
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,Jay et moi essayons de savoir combien nous pouvons dépenser en sécurité pour l'herbe.
ham,== Weblinks ==* Offizielle Website (englisch)== Einzelnachweise ==
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
spam,Félicitations pour 500 bons CD ou 125 cadeaux garantis & Entrée gratuite 2 100 wkly dessiner txt MUSIC à 87066 TnCs www.Ldew.com1win150ppmx3age16
spam,Ur cash-balance ist derzeit 500 Pfund - zur Maximierung ur cash-in jetzt senden CASH auf 86688 nur 150p/msg. CC: 08708800282 HG/Suite342/2Lands Reihe/W1J6HL
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
ham,"Bonjour! Je viens d'arriver, St Andrews-boy c'est un long chemin! Son froid. Je vais vous tenir au courant"
ham,kühles Chikku-Chikku:-):-DB-)
ham,Oh ok no prob..
ham,Vérifiez le statut d'Audrey en ce moment
ham,"Ich freue mich darauf, Sie endlich zu treffen."
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
ham,Je sais que Z va s'occuper de moi.
spam,"Update_Now - Xmas Angebot! Neueste Motorola, SonyEricsson & Nokia & Free Bluetooth! Doppel Mins & 1000 Txt auf Orange. Rufen Sie MobileUpd8 auf 08000839402 oder call2optout/F4Q="
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
ham,L'uniforme de Wat?
ham,"Cool, sims mir, wenn du bereit bist."
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
ham,Je vais aussi te gâter au lit :)
ham,Ich gehe zum Bad wird msg Sie nächste &lt;#&gt; min..
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
spam,"Merci pour votre commande Ringtone, Référence T91. Vous serez facturé 4 GBP par semaine. Vous pouvez vous désinscrire à tout moment en appelant le service client au 09057039994"
ham,"Kannst du sagen, was passiert?"
ham,You could have seen me..i did't recognise you Face.:)
ham,"Eh bien, il n'y a pas beaucoup de choses qui se passent à Lindsay sur New years *sighs* Certains bars à Ptbo et le héron bleu a quelque chose qui va"
ham,"Behalten Sie meinen payasam dort, wenn Rinu bringt"
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
ham,"Je suppose que c'est pour ça que vous êtes inquiet. Vous devez savoir qu'il y a un moyen pour le corps de se réparer lui-même. Et je suis sûr que vous ne devriez pas vous inquiéter. Nous allons prendre le temps. D'abord les tests, ils guideront quand votre ovulation est alors juste détendre. Rien de ce que vous avez dit est une raison de s'inquiéter mais je vais continuer à vous suivre."
ham,"Ja sicher, gib mir ein paar Minuten, um meine Brieftasche aufzuspüren."
ham,Hey leave it. not a big deal:-) take care.
ham,Je vais être en retard à 945+.
spam,"Doppelte Minuten und txts 4 6Monate Kostenlose Bluetooth auf Orange. Erhältlich auf Sony, Nokia Motorola Telefone. Rufen Sie MobileUpd8 auf 08000839402 oder call2optout/N9DX"
ham,It took Mr owl 3 licks
ham,Je vous appellerai chez le client.
ham,"Mm die Zeit, die Sie nicht mögen Spaß"
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,Tu as déjà mangé mon déjeuner buffet?
ham,"So spät, Fr-Dinner?"
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?
ham,"Bonjour, je peux m'en sortir."
ham,"Ja, ich denke schon. Ich bin im Büro, aber mein Schoß ist im Zimmer, ich denke, das ist für die letzten Tage."
ham,Pick you up bout 7.30ish? What time are  and that going?
ham,A partir d'ici après La prime de performance est calculée tous les deux mois.pas pour la période d'un mois courant..
ham,"War tatsächlich schlafend und immer noch möglich, wenn u zurückrufen. So ein Text ist gr8. Sie Rock sis. Wird u einen Text senden, wenn ich aufwache."
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
ham,"Bonsoir Monsieur, Al Salam Wahleykkum.partage d'une bonne nouvelle.Par la grâce de Dieu, j'ai reçu une offre de Tayseer, TISSCO et j'ai rejoint.J'espère que vous allez bien.Inshah Allah, meet you undertime.Rakhesh,visiteur de l'Inde."
ham,Hmmm...k...aber ich möchte das Feld schnell da:- ändern)ich möchte Systemadministrator oder Netzwerkadministrator bekommen..
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop"
ham,"Chéri, Chechi, tu lui as parlé."
ham,Die Haarcreme wurde nicht verschickt.
ham,None of that's happening til you get here though
ham,"Oui, le grand arbre des xmas de loxahatchese brûle de &lt;#&gt; commence dans une heure"
ham,"Haha sich daran gewöhnen, an Usf Mann zu fahren, ich kenne viele Steiner"
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
ham,"Bonne semaine, un verre ou autre chose plus tard?"
ham,Richtung Busetop
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,Venez dans notre chambre à un moment donné pour que nous puissions régler le plan pour ce week-end
ham,"Denn ich will, dass es dein Ding ist"
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah..."
ham,Ramène un peu de Wendy =D
spam,100 dating service cal;l 09064012103 box334sk38ch
ham,Whatsup there. Dont u want to sleep
ham,"D'accord, j'ai un nouveau but maintenant."
spam,Freier Eintritt in unsere wöchentliche £250-Wettbewerb nur Text das Wort WIN zu 80086 JETZT. 18 T&C www.txttowin.co.uk
ham,"Alright, I'll head out in a few minutes, text me where to meet you"
spam,Envoyer un logo 2 ur amant - 2 noms rejoints par un cœur. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 à 87077 Yahoo! POBox36504W45WQ TxtNO 4 pas d'annonces 150p
ham,Ja:)von letzter Woche an nehme ich live an.
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
ham,Siva est à l'auberge aha:-.
spam,URGENT! Ihre Handy-Nummer wurde mit einem £2000 Preis GARANTEED ausgezeichnet. Rufen Sie 09058094455 von Land Linie. Anspruch 3030. Nur gültig 12 Stunden
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
ham,Elle va s'en sortir.
ham,"aathi..wo bist du, Liebling.."
ham,Any pain on urination any thing else?
ham,7 à esplanade.. Est-ce que j'ai l'esprit de me donner un ascenseur parce que je n'ai pas de voiture aujourd'hui..
ham,"Ich möchte dringend ein BMW Auto kaufen..its vry dringend.aber hv ein Mangel an &lt;#&gt; Lacs.es gibt keine Quelle, um zu dis amt. &lt;#&gt; lacs..das ist mein Problem"
ham,At home watching tv lor.
ham,Est-ce qu'elle prend habituellement quinze putain de minutes pour répondre à une question oui ou non
spam,Herzlichen Glückwunsch! Nokia 3650 Videokamera Telefon ist Ihr Anruf 09066382422 Anrufe Kosten 150ppm Ave Anruf 3mins variieren von Handys 16+ Schließen 300603 nach BCM4284 Ldn WC1N3XX
ham,Booked ticket for pongal?
ham,Vous êtes disponible maintenant? Je suis comme autour de Hillsborough &amp; &lt;#&gt; th
ham,Die gesendete Nachricht wird nach &lt;#&gt; Dollar gefragt. Shoul ich bezahle &lt;#&gt; oder &lt;#&gt;?
ham,"Ask g or iouri, I've told the story like ten times already"
ham,Combien de temps les pommiers prennent-ils?
ham,"Hallo Hoffnung u erhalten diese txt~Reise wurde gd, jetzt etwa 50 Minuten spät, denke ich."
ham,But i have to. I like to have love and arrange.
ham,Oui..il est vraiment super..bhaji a dit kallis meilleur cricketer après sachin dans le monde:).très difficile de sortir.
ham,Du solltest mich aufwecken &gt;:(
ham,Oic... I saw him too but i tot he din c me... I found a group liao...
ham,"Désolé, je t'appelle plus tard."
ham,"Hey, hey, hey, wir haben die MONKEESPEOPLE-Sache, die wir monkeyaround! Wie ist es, howu doin? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
ham,"Bien joué, blimey, l'exercice, ouais, je me souviens du wot qui est, hmm."
ham,"Ich bekomme keine Konzentration, lieber du weißt, du bist mein Geist und alles :-)"
ham,LOL ... Have you made plans for new years?
ham,10 min plus tard k...
ham,Das ist eine Menge!
ham,Thanks for this hope you had a good day today
ham,K:)k:)quels détails voulez-vous transférer?acc pas assez?
ham,"Ja, es war hart, aber wir sind optimistisch, dass sich die Dinge in diesem Monat verbessern werden."
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,Si si. Je pense que ça va mal faire ces truffes d'oréo.
ham,"Ich weiß nicht, wie ich mich so entschuldige."
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
ham,"1.20 ce coût d'appel, ce qui, je suppose, n'est pas mauvais."
ham,"Gehen durch ein ganz anderes feeling.wavering Entscheidungen und Bewältigung mit dem gleichen ist die gleiche individual.time wird alles heilen, was ich glaube."
ham,Where did u go? My phone is gonna die you have to stay in here
ham,Grand. Ne jamais être meilleur. Chaque jour donne encore plus de raisons de remercier Dieu
spam,"UpgrdCentre Orange Kunde, können Sie jetzt Ihre kostenlose CAMERA PHONE Upgrade für Ihre Loyalität. Rufen Sie jetzt auf 0207 153 9153. Angebot endet am 26. Juli. T&C's gelten. Opt-out verfügbar"
ham,"Sorry, I'll call later ok bye"
ham,"Ok, je suis sur le chemin de fer"
ham,great princess! Ich liebe Geben und Empfangen oral. Doggy Stil ist meine fave Position. Wie wäre es mit Ihnen? Ich genieße Liebe machen &lt;#&gt; Zeiten pro Nacht :)
ham,They don't put that stuff on the roads to keep it from getting slippery over there?
ham,Quand vas-tu faire du vélo?
ham,Ich warte 4 e Regen 2 stop.
ham,There are many company. Tell me the language.
spam,"okmail: Cher Dave, voici votre dernier avis pour récupérer votre prix 4* Tenerife Holiday ou #5000 CASH! Appelez le 09061743806 de la ligne fixe. TCs SAE Box326 CW25WX 150ppm"
