text,language
Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,english
ओके लामर मैं swif swifuhhhhhhher पहले से ही कहा है कि wuuuuuuuuuuuuue. उन्होंने कहा कि मैं अच्छा देख तक कटौती करेंगे.,hindi
"Ok lar i doppelt überprüfen wif da Haar Kommode bereits sagte er wun Schnitt v kurz. Er sagte, wird schneiden, bis ich schön aussehen.",german
Ok lar je double vérifier wif da coiffeur déjà il a dit wun couper v court. Il a dit couper jusqu'à ce que je sois belle.,french
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",english
"एक मूल्यवान ग्राहक के रूप में, मैं आपको सलाह देने के लिए खुश हूँ कि आपके मोबी एन की हाल की समीक्षा के बाद। आप एक पाउंड 100 डॉलर के इनाम के साथ भुगतान किया जाता है, कॉल 0.90697",hindi
"Als geschätzter Kunde, Ich freue mich, Sie zu beraten, dass nach der jüngsten Überprüfung Ihrer Mob Nr. Sie mit einem £ 1500 Bonus-Preis ausgezeichnet werden, rufen 09066364589",german
"En tant que client apprécié, je suis heureux de vous informer qu'à la suite d'un récent examen de votre Mob No. vous êtes récompensé avec un Prix Bonus £1500, appelez 09066364589",french
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",english
"आज ""काल्ड समर्पित दिन है."" कौन सा गीत मेरे लिए समर्पित करेगा? यह सब मूल्यवान फ्रेंडों के लिए भेजें लेकिन पहले जवाब मुझे...",hindi
"Heute ist ""Song gewidmet Tag.."" Welches Lied wird u widmen für mich? Senden Sie dies an alle ur wertvollen frnds aber zuerst rply mich...",german
"Aujourd'hui c'est ""jour de chant dédié... Quelle chanson va-t-on me dédier? Envoyez ceci à tous les frnds précieux mais tout d'abord rply moi...",french
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",english
"PRURRE GRANTC TANT TAS TE के लिए एक प्रशंसा यात्रा का पुरस्कार दिया, AVEREASAS44 या पाउंड1000000.",hindi
"Dringend UR verlieh eine kostenlose Reise nach EuroDisinc Trav, Aco&Entry41 oder 1000 £. Anspruch auf DIS 87121 18+6 £1,50 (mehrFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",german
"Urgent UR a accordé un voyage gratuit à EuroDisinc Trav, Aco&Entry41 ou £1000. Pour réclamer txt DIS à 87121 18+6*£1.50(plusFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",french
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",english
यह केन के सभी सामान के साथ आता है!,hindi
"Hast du von der neuen ""Divorce Barbie"" gehört?",german
"Avez-vous entendu parler de la nouvelle ""Divorce Barbie""? Il vient avec tous les trucs de Ken!",french
I plane to give on this month end.,english
मैं इस महीने के अंत पर देने के लिए विमान.,hindi
"Ich fliege, um dieses Monatsende zu geben.",german
J'ai pris l'avion pour donner ce mois-ci.,french
Wah lucky man... Then can save money... Hee...,english
"हाँ, भाग्यशाली आदमी... तो पैसे बचा सकते हैं... हे...",hindi
Dann kann der glückliche Mann Geld sparen.,german
L'homme chanceux... peut alors économiser de l'argent...,french
Finished class where are you.,english
आप कहाँ हैं कक्षा समाप्त.,hindi
"Die Klasse ist beendet, wo du bist.",german
J'ai fini la classe où tu es.,french
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,english
HIBBEABAL अब घर पर अब वे कुछ नहीं करते हैं?,hindi
HI BABE IM ZUHAUSE JETZT WANNA etwas tun? XX,german
"Bonjour, je veux faire quelque chose à la maison? XX",french
K..k:)where are you?how did you performed?,english
के.k: (k) आप कहाँ हैं? तुम कैसे किया?,hindi
K.k:)wo bist du?Wie hast du dich aufgeführt?,german
K.k:)Où êtes-vous?Comment avez-vous joué?,french
U can call me now...,english
अमरीकी अब मुझे फोन कर सकते हैं...,hindi
Ich kann jetzt anrufen.,german
U peut m'appeler maintenant...,french
I am waiting machan. Call me once you free.,english
"मैं मैडम, एक बार तुम मुक्त मुझे फोन कर रहा हूँ.",hindi
"Ruf mich an, sobald du frei bist.",german
Appelez-moi une fois libre.,french
Thats cool. i am a gentleman and will treat you with dignity and respect.,english
मैं एक सज्जन हूँ और सम्मान और आप के साथ इलाज होगा.,hindi
Das ist cool. Ich bin ein Gentleman und werde Sie mit Würde und Respekt behandeln.,german
C'est cool. Je suis un gentleman et je vous traiterai avec dignité et respect.,french
I like you peoples very much:) but am very shy pa.,english
"मैं तुम्हारी तरह बहुत लोगों को पसंद करता हूँ, लेकिन बहुत शर्म महसूस करता हूँ.",hindi
Ich mag euch Leute sehr:) aber bin sehr schüchtern pa.,german
Je vous aime beaucoup les peuples:) mais je suis très timide papa.,french
Does not operate after  &lt;#&gt;  or what,english
Clt;#gt; या क्या,hindi
Funktioniert nicht nach &lt;#&gt; oder was,german
Ne fonctionne pas après &lt;#&gt; ou quoi,french
Its not the same here. Still looking for a job. How much do Ta's earn there.,english
यह एक ही यहाँ नहीं है. अब भी एक नौकरी की तलाश में है. कितना ता की कमाई वहाँ है.,hindi
Es ist nicht das gleiche hier. Immer noch auf der Suche nach einem Job. Wie viel verdienen Ta's dort.,german
"Ce n'est pas la même chose ici, toujours à la recherche d'un emploi, combien Ta gagne là-bas.",french
"Sorry, I'll call later",english
"क्षमा करें, मैं बाद में फोन करेंगे",hindi
"Tut mir leid, ich rufe später an.",german
"Désolé, je t'appelle plus tard.",french
K. Did you call me just now ah?,english
के. क्या तुमने मुझे फोन किया अभी?,hindi
K. Hast du mich gerade angerufen?,german
K. Est-ce que tu m'as appelé tout à l'heure?,french
Ok i am on the way to home hi hi,english
ओक मैं घर की छत के रास्ते पर हूँ,hindi
Okay ich bin auf dem Weg nach Hause hi hallo,german
Ok je suis sur le chemin de la maison bonjour,french
You will be in the place of that man,english
तुम उस आदमी के स्थान में हो जाएगा,hindi
Du wirst an der Stelle dieses Mannes sein.,german
Tu seras à la place de cet homme.,french
Yup next stop.,english
"हाँ, अगले बंद करो.",hindi
"Ja, nächste Station.",german
"Oui, prochain arrêt.",french
"I call you later, don't have network. If urgnt, sms me.",english
"मैं तुम्हें बाद में फोन करता हूँ, नेटवर्क नहीं है।",hindi
"Ich rufe dich später an, habe kein Netzwerk.",german
"Je t'appelle plus tard, n'ai pas de réseau.",french
For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,english
मुझे केवल 2 टिकट और एक और जैकेट चाहिए और मैं कर रहा हूँ. मैं पहले से ही अपने सभी बहुइयों का उपयोग कर चुका हूँ.,hindi
Ich brauche nur noch 2 Tickets und noch eine Jacke und ich bin fertig. Ich habe schon alle meine Multis benutzt.,german
Je n'ai besoin que de 2 billets et d'une veste de plus et j'ai fini. J'ai déjà utilisé tous mes multis.,french
Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,english
"हाँ, मैं इसे बनाने के लिए अनुरोध भेजने शुरू किया लेकिन दर्द वापस आया तो मैं बिस्तर में भी हूँ. कारखाने में दो सिक्के भी. मैं अपने सभी nseos में नकद होगा.",hindi
"Ja, ich begann, Anfragen zu senden, um es zu machen, aber Schmerz kam zurück, so bin ich wieder im Bett. Doppelte Münzen in der Fabrik auch. Ich muss in alle meine Nitros bar.",german
"Oui, j'ai commencé à envoyer des demandes pour le faire mais la douleur est revenue alors je suis de retour au lit. Double pièces à l'usine aussi.",french
I'm really not up to it still tonight babe,english
मैं वास्तव में यह अभी भी आज रात बालक करने के लिए नहीं कर रहा हूँ,hindi
Ich bin wirklich nicht bis es noch heute Nacht Babe,german
Je n'en suis pas encore là ce soir.,french
"Ela kano.,il download, come wen ur free..",english
"अला कानो, डाउनलोड करें, हमन मुक्त आओ.",hindi
